ID_ATIV_ECON_ESTABELECIMENTO;LATITUDE;LONGITUDE
142532;-198.857.664;-439.210.642
142843;-199.272.193;-439.630.253
143286;-199.053.396;-439.772.891
143173;-199.891.248;-440.081.586
142577;-198.163.161;-440.030.994
142269;-198.530.167;-438.985.378
143055;-199.201.699;-439.667.762
142276;-198.962.505;-4.390.653
142617;-198.410.746;-439.360.629
142913;-198.044.577;-43.967.346
142925;-199.358.523;-439.149.009
142932;-198.636.333;-439.177.579
142946;-199.178.372;-439.685.165
143085;-199.307.912;-439.314.634
142313;-198.741.557;-439.882.869
142314;-199.771.764;-440.224.012
142317;-199.922.289;-440.472.781
142665;-198.152.539;-439.696.626
142334;-198.809.841;-439.283.326
142337;-199.095.563;-439.722.245
141840;-198.809.841;-439.283.326
141842;-199.867.504;-44.031.671
141855;-198.786.565;-439.314.508
140854;-198.840.408;-439.463.907
141543;-199.786.594;-440.113.777
140882;-198.979.644;-439.051.941
141229;-198.409.444;-439.167.964
141551;-199.126.521;-438.906.578
141584;-200.007.799;-440.267.207
141902;-19.972.979;-439.373.734
140917;-198.939.803;-439.646.119
141263;-199.442.992;-43.985.514
141285;-198.493.457;-439.359.164
141617;-199.418.371;-439.759.083
140960;-198.654.256;-43.912.763
140969;-199.531.406;-439.837.214
141969;-199.048.755;-438.906.112
141970;-198.748.991;-439.630.523
141971;-199.208.827;-439.219.217
141343;-199.764.262;-439.752.874
141672;-199.145.044;-439.115.152
141012;-198.740.446;-43.986.988
141376;-199.470.184;-439.420.964
141705;-199.620.381;-439.904.151
141038;-197.877.454;-439.888.051
141721;-199.396.503;-439.789.774
140751;-199.677.269;-439.786.889
140752;-19.977.125;-439.824.552
141732;-199.586.297;-439.500.656
141088;-199.740.672;-440.212.982
140799;-198.688.691;-439.130.631
140803;-198.066.192;-43.934.787
141132;-198.543.289;-438.978.474
141475;-19.906.405;-439.467.789
141795;-198.027.128;-439.798.377
141809;-199.068.396;-439.808.556
140814;-198.886.844;-438.983.141
141819;-198.506.182;-439.081.399
141825;-198.709.374;-43.954.146
141162;-198.235.436;-439.481.346
144964;-19.799.261;-439.557.864
144663;-198.246.878;-439.510.109
144668;-198.751.586;-439.045.275
144698;-199.438.547;-440.052.413
145017;-19.859.628;-439.627.424
145322;-198.877.857;-439.857.777
145719;-199.504.321;-439.716.186
144701;-199.031.662;-439.688.744
145036;-198.100.012;-439.850.816
145764;-19.904.717;-439.386.183
145782;-200.081.523;-440.292.383
144739;-199.474.918;-439.354.287
145068;-199.085.242;-439.441.403
144771;-198.912.133;-439.724.145
145100;-199.448.544;-439.344.803
145791;-19.879.677;-439.444.214
145805;-199.338.388;-439.633.288
145122;-198.196.885;-439.576.132
145123;-19.997.611;-440.462.933
145417;-198.787.476;-439.428.855
145858;-199.119.378;-43.945.564
145747;-198.050.146;-439.884.615
145750;-198.298.634;-439.718.183
144859;-198.680.233;-439.112.376
145490;-199.510.527;-439.349.668
145625;-199.687.109;-439.810.183
144880;-199.193.528;-43.976.636
144885;-199.219.882;-439.595.754
144886;-199.581.626;-439.570.934
145221;-198.769.475;-439.893.565
145224;-199.377.855;-439.378.839
145662;-198.163.037;-439.681.322
145542;-199.054.953;-439.841.308
144937;-199.407.141;-439.342.101
145254;-198.182.884;-438.854.227
144624;-199.818.967;-440.047.592
144455;-198.777.482;-439.292.979
143810;-198.468.492;-440.102.276
143817;-198.368.144;-439.874.318
144471;-198.209.408;-439.473.867
143478;-198.431.885;-439.565.294
144186;-198.322.376;-438.995.444
143872;-199.429.866;-439.636.656
143884;-199.615.623;-439.465.693
143911;-199.325.077;-439.266.528
144531;-199.386.192;-439.336.176
143589;-199.422.218;-439.766.166
143939;-198.913.875;-439.571.467
144266;-199.225.815;-439.430.243
143609;-199.465.584;-439.832.217
144273;-198.780.761;-439.596.704
144280;-199.540.505;-440.018.388
143628;-198.233.871;-439.625.056
143981;-19.821.705;-439.909.804
144304;-199.346.199;-439.339.697
143991;-198.741.557;-439.882.869
143998;-198.941.786;-438.875.828
144316;-199.059.649;-439.446.052
143333;-2.000.718;-440.078.569
143339;-197.952.348;-439.899.464
144013;-19.972.979;-439.373.734
144027;-19.930.735;-439.994.142
143354;-199.052.276;-440.132.952
143681;-199.231.425;-439.577.476
143689;-199.259.348;-439.246.379
144355;-199.342.903;-439.359.366
144366;-19.914.534;-439.994.604
143370;-199.865.324;-439.885.272
143386;-199.214.163;-439.373.639
143705;-199.762.396;-439.812.545
143717;-199.217.543;-439.447.993
143718;-199.691.788;-439.679.532
144426;-199.233.531;-43.939.773
144435;-197.873.063;-439.768.234
143777;-19.933.144;-439.766.401
147240;-198.013.342;-439.466.223
147263;-198.774.283;-440.122.972
147589;-199.269.037;-439.523.924
148284;-198.293.633;-439.372.098
147618;-199.246.291;-439.760.788
147925;-199.670.814;-439.616.132
147294;-19.833.184;-439.452.194
147296;-199.904.393;-440.195.601
147301;-198.767.013;-440.111.145
147635;-199.541.634;-439.812.388
148367;-199.301.761;-439.444.828
147314;-200.029.237;-440.129.858
148439;-199.905.461;-440.136.897
147663;-197.995.836;-439.839.528
148331;-199.855.732;-44.026.227
148003;-199.106.903;-440.064.759
148010;-199.364.462;-440.037.068
148396;-198.805.788;-439.528.996
147702;-199.112.854;-43.895.829
147725;-199.542.777;-439.501.682
147737;-198.510.558;-438.989.848
148044;-19.836.954;-439.219.853
148055;-198.920.023;-439.871.844
148405;-198.819.567;-439.300.049
148087;-198.612.876;-439.362.088
148221;-198.847.833;-439.231.633
147462;-198.978.669;-439.611.104
148105;-198.449.097;-43.893.744
148240;-198.707.202;-440.083.552
148121;-198.793.911;-439.832.032
148131;-199.377.852;-439.396.384
148269;-199.138.384;-439.662.305
147835;-198.861.834;-440.118.077
148140;-199.282.358;-439.421.441
147196;-199.245.954;-439.486.057
147520;-19.974.466;-43.976.098
147534;-199.269.243;-440.077.246
148176;-199.706.251;-439.519.529
146044;-199.392.342;-439.329.991
146726;-198.710.626;-44.016.332
146429;-198.400.936;-439.776.251
146436;-198.538.735;-440.060.703
147081;-198.431.885;-439.565.294
146101;-199.028.487;-439.496.022
146110;-198.777.482;-439.292.979
146112;-198.062.263;-439.282.993
146787;-199.169.834;-439.892.235
146788;-199.947.701;-440.032.697
147129;-199.035.874;-439.255.279
146119;-199.070.892;-439.727.019
146487;-19.921.814;-439.815.175
146488;-199.266.013;-439.604.449
146165;-199.219.416;-439.649.445
146845;-199.284.944;-439.594.694
146530;-199.225.815;-439.430.243
146195;-198.919.352;-440.065.714
146878;-199.311.747;-440.001.857
146569;-199.762.042;-439.715.548
146912;-199.560.109;-440.110.784
145965;-199.053.668;-439.898.573
145972;-19.933.796;-440.210.017
145985;-19.909.798;-440.071.451
146669;-199.305.114;-439.327.415
150777;-199.251.949;-439.360.779
150496;-198.693.121;-439.497.722
150198;-198.888.301;-439.127.894
150511;-19.901;-440.081.473
150512;-2.000.629;-440.100.157
150234;-197.977.156;-439.325.448
150970;-198.962.505;-4.390.653
149912;-19.965.247;-439.989.743
149913;-199.444.747;-440.082.709
150930;-198.341.323;-439.740.179
150297;-198.386.299;-439.071.259
150606;-1.980.836;-439.695.929
149976;-198.978.001;-43.897.992
149987;-199.327.013;-439.261.405
150316;-198.384.616;-439.819.554
150608;-199.281.089;-439.417.431
150611;-198.902.883;-439.678.891
150621;-199.933.385;-440.521.619
150006;-198.048.522;-439.786.653
150946;-199.191.677;-43.928.051
150340;-198.258.515;-440.014.206
150345;-1.993.797;-439.094.469
150354;-199.750.483;-440.184.803
151021;-199.062.931;-440.057.967
150041;-198.809.841;-439.283.326
150671;-198.819.567;-439.300.049
150685;-199.293.182;-439.449.302
150058;-199.271.768;-439.726.505
150697;-198.515.344;-438.834.374
150838;-199.125.535;-439.541.194
150719;-198.610.816;-439.006.877
149794;-199.729.208;-440.234.094
148973;-198.369.067;-439.319.148
148986;-199.298.365;-43.944.978
149302;-200.104.163;-440.074.077
149628;-199.580.285;-440.089.687
149002;-199.486.274;-440.018.858
149337;-197.980.917;-439.355.753
149663;-198.715.517;-43.923.913
149030;-198.306.488;-43.968.654
149367;-198.919.352;-440.065.714
149692;-199.084.384;-439.986.218
149060;-200.014.214;-440.116.712
149412;-198.925.835;-43.927.071
149763;-198.413.229;-439.332.395
149716;-198.398.096;-439.186.343
148778;-198.969.239;-439.008.553
149118;-199.160.217;-439.899.947
149123;-198.808.275;-440.115.442
149448;-19.975.724;-440.205.847
149162;-198.106.091;-440.003.704
149487;-198.462.344;-438.966.871
149489;-199.549.759;-439.985.131
148832;-199.397.625;-439.892.592
148845;-199.677.269;-439.786.889
148854;-198.829.975;-439.542.628
149529;-199.327.633;-439.260.599
148546;-19.910.312;-439.427.313
148866;-199.939.746;-439.825.865
149228;-199.146.165;-439.912.888
149230;-198.119.817;-439.616.761
149567;-199.164.141;-439.443.398
148577;-198.199.612;-440.034.439
148910;-199.549.759;-439.985.131
148916;-19.866.119;-439.201.874
148923;-198.868.278;-439.058.435
149259;-198.591.463;-439.658.273
148597;-199.119.032;-439.110.593
153385;-19.921.814;-439.815.175
153391;-198.437.022;-440.086.866
152442;-198.418.393;-439.293.269
152773;-198.633.865;-439.501.186
153477;-198.102.845;-439.547.982
152469;-197.993.206;-43.970.254
152799;-198.244.136;-439.930.376
152830;-198.418.072;-439.051.375
153133;-19.909.222;-439.686.969
153615;-199.388.489;-439.752.421
152850;-199.784.278;-440.260.953
152856;-199.311.747;-440.001.857
153631;-199.368.749;-440.147.009
152904;-199.632.497;-439.687.234
153227;-198.921.904;-439.382.071
153229;-199.403.611;-439.200.245
153528;-198.966.518;-439.381.105
152599;-199.115.353;-439.378.451
152936;-199.160.485;-439.433.801
153602;-197.877.454;-439.888.051
152626;-19.908.643;-439.582.926
153273;-199.687.279;-439.756.062
153404;-199.281.089;-439.417.431
153414;-198.234.884;-439.924.877
152963;-198.020.782;-43.981.405
152966;-198.646.048;-439.075.023
152653;-199.286.205;-439.294.379
152664;-199.150.926;-440.211.751
152988;-199.025.123;-439.419.455
152676;-199.342.903;-439.359.366
153035;-199.131.086;-439.796.173
153036;-199.131.086;-439.796.173
153044;-19.916.102;-439.321.948
153340;-198.929.634;-439.066.746
151552;-199.163.621;-439.244.363
152218;-199.886.361;-439.984.768
151227;-198.197.088;-439.727.551
152240;-198.860.185;-439.578.799
151263;-199.126.521;-438.906.578
151920;-19.916.232;-439.423.878
151930;-199.338.816;-4.393.445
151619;-197.916.019;-439.657.033
151946;-198.526.533;-439.271.284
151958;-199.534.283;-44.002.404
152273;-197.921.894;-439.665.378
151292;-199.907.162;-440.549.016
151313;-199.027.688;-439.512.155
151324;-199.765.319;-439.804.749
151662;-199.684.401;-439.733.761
152358;-19.917.366;-439.766.169
151686;-198.324.102;-440.109.133
152288;-198.956.338;-440.008.986
152320;-199.441.832;-439.838.821
152324;-198.319.415;-439.455.804
151731;-199.398.984;-439.318.961
151069;-198.769.475;-439.893.565
151405;-199.427.628;-439.951.982
151096;-19.900.064;-440.104.729
151419;-198.787.227;-439.766.151
151773;-198.386.299;-439.071.259
152086;-198.937.008;-439.362.949
151107;-199.011.599;-439.966.377
151445;-199.368.166;-439.303.641
151446;-199.440.156;-439.211.329
151780;-199.294.049;-439.754.197
152108;-200.214.059;-440.322.124
151128;-198.910.935;-439.647.514
151129;-199.471.833;-439.600.882
152134;-199.486.302;-439.343.301
151475;-198.280.293;-439.962.513
151483;-198.916.605;-439.073.736
151830;-198.938.411;-439.020.736
152142;-199.519.327;-439.541.869
152152;-198.447.962;-439.179.142
151178;-199.152.295;-439.932.211
151510;-199.210.027;-439.849.855
151877;-198.757.728;-439.172.077
151549;-199.259.463;-439.134.285
155641;-19.921.759;-43.985.282
155646;-198.841.625;-439.367.251
155361;-199.025.482;-439.694.262
155044;-199.087.196;-439.119.385
155369;-199.389.948;-439.199.694
155377;-199.211.618;-439.463.444
156073;-198.774.375;-439.162.619
155389;-198.366.663;-438.913.388
156129;-198.589.858;-438.927.775
156180;-198.688.255;-439.857.917
156187;-199.534.806;-439.935.253
155752;-198.289.924;-439.519.176
155773;-198.804.048;-439.947.639
156146;-198.821.969;-439.235.933
156147;-199.266.358;-439.506.254
155486;-199.201.427;-439.351.021
156202;-199.403.611;-439.200.245
155505;-19.941.447;-440.199.595
155811;-198.156.566;-440.020.617
155185;-198.777.482;-439.292.979
155525;-199.259.598;-439.723.795
155205;-197.887.423;-439.871.876
155540;-199.396.868;-43.938.841
155843;-198.577.244;-439.319.519
155565;-198.519.783;-439.160.685
155860;-198.993.357;-439.878.632
155582;-198.159.736;-43.982.888
155880;-200.010.107;-440.084.828
155274;-199.649.659;-439.595.121
155594;-199.645.128;-439.868.764
155898;-199.157.782;-439.515.115
155295;-19.925.814;-439.404.836
155622;-198.809.841;-439.283.326
155626;-199.124.014;-439.241.504
155631;-199.051.237;-439.926.344
155923;-199.233.531;-43.939.773
155924;-197.895.562;-439.489.219
155925;-198.743.441;-439.261.621
155926;-199.202.497;-439.210.977
155927;-198.209.408;-439.473.867
155928;-199.764.262;-439.752.874
155929;-199.764.262;-439.752.874
155930;-198.743.441;-439.261.621
155931;-198.902.883;-439.678.891
155932;-198.902.883;-439.678.891
155934;-198.996.188;-439.582.164
154991;-19.905.222;-438.933.857
154992;-198.570.214;-438.826.779
154146;-198.842.816;-439.967.121
154155;-198.842.816;-439.967.121
154473;-198.116.687;-439.540.574
154483;-198.973.383;-438.968.748
154810;-199.787.135;-440.534.677
153823;-198.386.299;-439.071.259
154171;-198.702.408;-4.401.781
154201;-198.373.712;-439.480.678
154860;-198.558.411;-439.490.601
154228;-198.332.748;-439.162.787
154562;-199.342.903;-439.359.366
153894;-19.925.774;-439.279.259
154260;-19.948.568;-439.407.519
153945;-198.510.558;-438.989.848
154621;-198.289.924;-439.519.176
154651;-1.993.114;-439.683.153
154656;-199.131.077;-439.393.344
154006;-198.725.355;-440.098.436
154344;-198.868.278;-439.058.435
153692;-198.031.961;-439.938.525
154018;-198.657.849;-439.263.626
154364;-199.202.994;-439.465.816
154700;-197.827.994;-439.805.856
154705;-198.038.006;-43.979.866
154043;-19.992.644;-440.150.988
154047;-19.906.275;-440.233.337
154392;-199.129.453;-439.106.968
153740;-198.988.167;-439.231.518
154088;-198.876.591;-439.075.047
153771;-198.808.275;-440.115.442
154121;-199.272.222;-439.298.042
154130;-199.469.413;-439.552.445
157557;-198.556.997;-439.568.996
157558;-199.129.064;-439.091.386
158516;-199.520.203;-439.273.581
157572;-199.373.757;-439.809.472
158219;-198.885.616;-439.329.863
157922;-198.706.234;-440.014.761
158231;-199.167.096;-439.430.659
158235;-199.390.626;-440.233.368
158237;-199.148.029;-439.230.373
157950;-199.011.414;-439.130.703
157956;-198.882.533;-439.265.511
157636;-199.051.639;-439.745.848
157645;-199.455.363;-439.691.311
158273;-199.221.403;-439.438.825
158278;-198.808.275;-440.115.442
157978;-199.954.232;-440.062.602
157990;-199.322.398;-439.366.273
157993;-198.890.453;-43.934.291
158634;-199.051.342;-440.068.782
158639;-199.969.523;-440.168.485
157674;-198.192.239;-439.801.314
158009;-198.782.434;-439.485.154
158310;-19.910.993;-440.181.567
157696;-19.934.353;-439.305.497
158036;-198.035.948;-439.373.064
158754;-198.294.419;-439.367.924
158049;-199.036.106;-439.192.423
158050;-198.262.907;-439.684.275
158075;-199.386.575;-439.339.487
158088;-198.285.459;-439.866.491
158545;-199.183.581;-44.007.715
157780;-199.043.363;-440.004.667
157791;-199.487.274;-439.477.159
158119;-199.379.184;-439.376.514
158120;-198.919.147;-439.975.537
158407;-199.827.731;-439.984.379
158422;-199.945.782;-440.464.278
158575;-19.920.504;-439.019.031
158143;-199.687.109;-439.810.183
158450;-198.480.869;-439.408.539
158484;-199.734.921;-440.477.866
157540;-198.659.115;-439.710.434
156713;-199.848.075;-439.831.794
157355;-198.615.738;-439.421.457
156396;-198.919.147;-439.975.537
157372;-1.999.155;-440.299.909
156742;-199.241.653;-439.088.061
157390;-199.520.894;-439.926.409
157086;-198.264.389;-439.395.032
157425;-199.070.841;-439.935.113
156783;-19.906.363;-439.712.143
156798;-198.923.975;-439.292.579
156805;-199.115.369;-439.420.357
157150;-199.386.192;-439.336.176
156533;-198.367.673;-439.824.275
156892;-199.439.937;-440.016.124
157206;-199.549.908;-439.784.052
157220;-199.325.779;-439.498.815
156923;-198.997.117;-439.045.669
157255;-199.167.419;-43.932.403
156948;-199.167.419;-43.932.403
156949;-199.178.452;-439.325.554
156950;-19.918.957;-439.473.772
156951;-199.167.419;-43.932.403
156952;-199.262.507;-43.938.686
156959;-198.251.622;-439.544.154
157296;-199.429.866;-439.636.656
156322;-198.811.352;-439.191.717
156655;-199.160.485;-439.433.801
156343;-199.413.608;-440.180.235
156359;-198.997.445;-439.909.608
160449;-199.246.796;-439.526.121
160455;-199.566.449;-439.791.498
160756;-198.332.748;-439.162.787
160146;-199.580.285;-440.089.687
160769;-199.227.122;-439.506.308
160169;-198.336.693;-439.908.946
160823;-199.469.299;-439.857.617
160519;-199.258.261;-439.974.802
160836;-198.534.519;-438.861.517
160238;-198.548.773;-438.822.604
160243;-198.686.837;-439.257.777
160876;-198.978.001;-43.897.992
161260;-199.902.723;-440.226.693
160589;-200.056.774;-440.213.106
160887;-19.813.844;-439.323.053
160613;-19.912.015;-439.812.857
160918;-198.218.257;-43.952.599
160316;-199.111.277;-439.660.399
160940;-198.402.787;-438.976.415
160948;-198.200.635;-439.550.962
161279;-198.307.182;-439.654.983
160331;-198.994.065;-439.298.534
160333;-199.374.909;-439.703.659
161101;-199.677.269;-439.786.889
160339;-199.139.094;-439.615.443
160347;-199.160.485;-439.433.801
160668;-198.786.565;-439.314.508
161122;-198.973.912;-439.563.764
160996;-198.688.255;-439.857.917
161131;-198.765.417;-43.931.516
161012;-199.654.386;-439.500.096
161013;-19.921.095;-439.869.816
160727;-199.842.506;-440.336.525
161032;-198.354.846;-439.553.743
161033;-199.538.539;-439.291.343
160432;-198.863.334;-439.224.839
160439;-199.046.033;-4.391.974
159278;-199.415.572;-439.125.638
159595;-199.129.792;-439.486.474
159604;-199.233.439;-439.370.251
159606;-199.220.449;-439.892.292
159292;-198.919.352;-440.065.714
159296;-198.930.634;-438.961.762
159937;-199.395.003;-439.387.911
158966;-199.027.841;-439.888.166
159318;-199.131.934;-439.904.212
159962;-199.112.391;-438.988.462
159648;-199.403.611;-439.200.245
159976;-198.418.072;-439.051.375
159002;-199.062.042;-438.910.527
159011;-198.709.626;-439.824.093
159012;-198.970.425;-439.597.044
159016;-199.004.114;-440.067.644
160010;-198.188.314;-439.906.191
159030;-199.976.518;-440.133.425
159385;-199.150.926;-440.211.751
160056;-199.023.317;-439.951.103
159388;-199.458.758;-43.926.907
159390;-198.861.502;-43.900.237
159722;-198.209.408;-439.473.867
159995;-199.677.269;-439.786.889
159065;-199.338.926;-439.756.774
159073;-198.543.548;-439.112.315
159747;-199.465.348;-440.098.041
160040;-198.934.267;-440.016.754
159109;-19.925.774;-439.279.259
159455;-198.922.454;-439.962.794
159463;-19.939.033;-439.375.617
159467;-198.419.937;-439.245.586
159827;-199.021.575;-439.214.674
159566;-198.746.835;-438.993.905
159222;-199.159.172;-439.004.614
159223;-199.193.392;-439.000.884
159224;-19.877.416;-439.454.462
159233;-198.706.234;-440.014.761
159573;-200.001.853;-439.750.409
159897;-199.578.024;-439.569.912
159902;-199.390.112;-44.020.252
162678;-199.148.029;-439.230.373
163639;-199.449.076;-439.782.178
163030;-198.978.001;-43.897.992
163344;-198.773.103;-439.909.997
163791;-19.994.718;-440.126.781
163081;-198.993.357;-439.878.632
163395;-19.891.237;-439.421.599
162779;-199.440.156;-439.211.329
163816;-199.051.827;-439.362.921
163450;-199.380.945;-44.005.299
162850;-198.568.906;-439.321.961
163161;-199.071.861;-439.002.485
162881;-19.978.326;-440.434.378
162889;-199.952.144;-440.208.094
162890;-199.464.395;-439.895.499
163206;-199.004.077;-440.151.277
163229;-199.013.779;-438.947.513
163231;-198.184.679;-439.709.201
163544;-198.688.165;-439.017.288
162932;-199.309.315;-439.442.024
163246;-199.233.531;-43.939.773
162950;-198.934.221;-439.387.608
163583;-198.667.325;-439.483.733
163586;-198.407.626;-439.617.744
163587;-198.407.626;-439.617.744
162983;-199.221.403;-439.438.825
162166;-199.162.948;-439.182.816
162492;-198.862.276;-439.198.018
161534;-198.822.553;-439.557.834
162207;-198.942.967;-439.895.564
162519;-199.243.028;-439.164.758
162532;-198.640.334;-439.330.133
161902;-198.398.016;-43.901.163
162232;-19.945.113;-43.917.706
162545;-199.346.515;-439.332.846
162551;-199.501.751;-439.865.827
161579;-198.317.133;-439.147.679
161907;-198.515.344;-438.834.374
162251;-199.181.113;-439.722.341
162583;-198.814.446;-439.224.236
162268;-198.116.538;-439.875.264
161640;-199.198.038;-439.410.821
161970;-198.868.278;-439.058.435
161973;-199.478.972;-440.029.286
162607;-199.228.645;-440.049.409
162609;-19.921.523;-439.073.018
161651;-198.628.991;-438.997.894
161656;-199.958.372;-439.908.749
162327;-198.599.707;-439.081.858
161372;-19.979.263;-440.533.248
162044;-198.808.275;-440.115.442
162356;-19.833.184;-439.452.194
161720;-199.158.205;-438.836.548
162049;-198.706.234;-440.014.761
162377;-199.784.363;-43.998.074
161400;-199.741.676;-440.479.997
162399;-199.392.119;-440.152.302
161420;-199.148.029;-439.230.373
161760;-19.838.757;-439.464.948
161459;-200.010.107;-440.084.828
162455;-199.250.301;-4.393.764
161820;-198.207.173;-439.672.339
165565;-199.384.716;-439.342.575
165572;-198.162.939;-439.761.626
166185;-199.309.961;-439.685.489
165258;-199.113.359;-439.208.918
165896;-199.549.908;-439.784.052
165595;-198.551.455;-438.828.285
166297;-199.797.665;-44.031.408
165925;-197.877.454;-439.888.051
165932;-199.304.115;-439.513.723
165352;-199.151.143;-43.940.443
165988;-199.256.994;-439.197.935
166001;-19.924.344;-439.592.689
165380;-198.770.035;-439.180.395
165402;-198.400.936;-439.776.251
166397;-198.317.872;-439.672.948
166398;-198.893.614;-439.544.632
166403;-19.913.583;-439.684.082
165757;-198.409.444;-439.167.964
165758;-198.889.742;-439.673.421
165779;-199.453.047;-440.021.988
166228;-199.227.122;-439.506.308
165475;-199.776.359;-440.430.335
165814;-198.993.579;-439.768.748
165500;-198.438.703;-439.214.687
166125;-198.298.634;-439.718.183
165852;-198.812.596;-439.390.532
166158;-198.883.205;-439.571.743
165212;-199.895.769;-440.140.963
165548;-198.988.167;-439.231.518
164394;-199.698.424;-439.830.941
164395;-199.368.166;-439.303.641
164704;-198.125.772;-43.996.079
164707;-198.401.154;-439.626.671
164057;-199.178.372;-439.685.165
164415;-199.216.014;-439.146.548
164138;-199.113.323;-438.928.999
164482;-198.313.387;-439.576.749
165174;-198.821.932;-439.932.124
164829;-198.397.421;-439.121.549
164527;-199.354.515;-440.137.893
164204;-198.570.913;-439.597.711
164552;-199.285.962;-440.125.174
164214;-198.727.198;-439.995.784
164564;-199.138.384;-439.662.305
164572;-199.274.868;-43.952.212
164574;-199.030.168;-439.207.034
164578;-198.705.319;-439.225.577
164583;-199.952.133;-440.077.717
163985;-199.356.921;-439.531.564
164673;-199.461.437;-439.493.293
164986;-198.516.163;-438.824.982
164990;-199.755.422;-440.189.986
164688;-198.070.283;-439.804.371
167804;-198.688.255;-439.857.917
168762;-199.356.845;-439.248.923
168134;-199.397.398;-439.392.607
168147;-200.030.121;-440.355.999
168440;-199.192.581;-440.213.654
168862;-199.938.164;-440.234.278
167857;-199.346.515;-439.332.846
167868;-198.518.727;-438.798.778
168186;-198.253.611;-43.948.043
168916;-199.054.415;-440.161.615
168918;-199.154.655;-439.029.501
167896;-198.342.458;-439.729.592
168227;-19.989.226;-439.977.092
168522;-199.458.746;-439.186.542
168931;-198.373.712;-439.480.678
168255;-199.060.923;-439.631.155
168258;-199.452.837;-440.016.367
168270;-198.681.225;-439.417.862
168995;-198.207.173;-439.672.339
168580;-198.403.879;-439.658.297
168603;-199.340.983;-439.441.535
168612;-1.983.766;-439.462.359
168616;-199.403.611;-439.200.245
168647;-19.911.939;-440.216.898
168036;-198.952;-440.101.672
168664;-198.248.579;-439.488.252
168051;-199.585.489;-440.036.412
168687;-19.813.568;-439.647.729
167777;-199.245.954;-439.486.057
166950;-199.894.384;-439.997.315
167584;-198.741.557;-439.882.869
166642;-199.281.089;-439.417.431
166649;-200.056.367;-440.227.145
166992;-198.350.147;-439.194.404
167317;-199.299.032;-439.166.568
166998;-19.920.652;-439.573.186
166671;-199.764.262;-439.752.874
167047;-199.391.811;-43.903.679
167365;-198.633.865;-439.501.186
167733;-199.225.945;-439.113.631
167739;-198.774.283;-440.122.972
166711;-198.334.652;-439.578.483
166720;-19.817.711;-439.381.718
167062;-198.398.096;-439.186.343
167067;-198.187.095;-439.570.774
166759;-199.260.191;-439.371.484
167124;-199.402.684;-439.359.648
167447;-199.026.157;-439.942.378
167452;-198.940.576;-439.837.089
166482;-198.540.079;-43.918.877
166801;-198.893.562;-440.075.201
167469;-199.431.751;-43.994.724
166504;-19.957.356;-440.122.368
167177;-199.334.519;-439.334.767
167481;-198.939.803;-439.646.119
167186;-198.952;-440.101.672
166547;-198.158.746;-440.048.814
167217;-199.080.217;-439.137.132
167550;-198.091.136;-439.870.898
167244;-199.136.889;-439.529.694
166607;-198.883.315;-439.449.262
170028;-199.184.402;-439.412.152
170980;-199.274.167;-439.771.468
170424;-198.677.237;-439.187.395
170996;-199.154.379;-439.214.664
171000;-199.578.853;-439.962.851
170118;-19.855.913;-439.185.804
170429;-199.100.202;-439.467.952
170129;-199.101.469;-439.964.264
169523;-199.762.042;-439.715.548
169529;-19.910.342;-440.023.937
171049;-199.515.822;-439.278.373
170147;-200.031.726;-44.032.678
170474;-198.709.374;-43.954.146
170732;-198.700.667;-439.934.981
171060;-199.250.301;-4.393.764
171067;-199.602.802;-439.570.231
170182;-199.307.356;-439.202.773
170494;-199.875.112;-440.086.957
169813;-198.511.987;-438.861.954
170748;-199.144.242;-438.801.263
171077;-198.765.417;-43.931.516
170195;-198.759.096;-440.000.099
169256;-199.384.292;-439.108.525
170781;-198.702.646;-439.914.449
171493;-199.078.435;-439.584.295
171497;-199.364.022;-439.265.967
170214;-198.809.841;-439.283.326
170536;-199.060.923;-439.631.155
169600;-200.030.009;-440.116.975
169858;-198.594.951;-439.781.909
170807;-199.250.301;-4.393.764
171117;-199.162.429;-439.278.764
169616;-198.366.663;-438.913.388
169861;-1.982.372;-439.875.759
169862;-199.441.832;-439.838.821
170812;-198.733.978;-440.101.063
171150;-199.013.125;-439.628.937
170262;-199.048.755;-438.906.112
170845;-199.027.639;-438.882.379
170265;-199.266.358;-439.506.254
169673;-19.923.818;-439.218.827
169911;-199.340.983;-439.441.535
169915;-199.274.219;-439.114.831
171179;-199.201.427;-439.351.021
170292;-198.880.227;-439.588.879
169692;-198.396.793;-439.513.988
169694;-198.226.768;-439.897.181
171200;-199.101.804;-439.836.521
171480;-198.033.998;-439.878.406
170634;-199.159.742;-439.341.822
170643;-198.206.322;-439.725.148
169949;-198.279.996;-440.107.911
169952;-199.119.378;-43.945.564
171214;-199.367.331;-439.274.727
171518;-198.106.091;-440.003.704
170335;-198.234.891;-439.345.261
170342;-198.842.816;-439.967.121
170650;-199.664.473;-439.834.529
169403;-19.974.466;-43.976.098
169406;-199.311.401;-439.164.399
169016;-199.487.274;-439.477.159
169975;-198.060.289;-43.954.896
169420;-199.140.448;-439.520.129
171261;-199.476.546;-439.891.699
170056;-199.167.419;-43.932.403
170057;-199.386.241;-439.392.579
170382;-200.017.228;-440.329.775
169436;-199.048.755;-438.906.112
169450;-199.954.854;-440.194.291
170016;-199.698.998;-43.965.677
170017;-198.743.441;-439.261.621
170020;-198.743.441;-439.261.621
